product_id,discounted_price,actual_price,discount_percentage,rating,rating_count,product_name,category,img_link,product_link
B07JW9H4J1,399,1099,0.64,4.2,24269,Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13| 12|11| X| 8| 7| 6| 5| iPad Air| Pro| Mini (3 FT Pack of 1| Grey),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51UsScvHQNL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-Braided-WN3LG1-Syncing-Charging/dp/B07JW9H4J1/ref=sr_1_1?qid=1672909124&s=electronics&sr=1-1
B098NS6PVG,199,349,0.43,4,43994,Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones| Tablets| Laptops & other Type C devices| PD Technology| 480Mbps Data Sync| Quick Charge 3.0 (RCT15A| Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31zOsqQOAOL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Unbreakable-Charging-Braided-Cable/dp/B098NS6PVG/ref=sr_1_2?qid=1672909124&s=electronics&sr=1-2
B096MSW6CT,199,1899,0.9,3.9,7928,Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13| 12|11| X| 8| 7| 6| 5| iPad Air| Pro| Mini & iOS Devices,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31IvNJZnmdL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Sounce-iPhone-Charging-Compatible-Devices/dp/B096MSW6CT/ref=sr_1_3?qid=1672909124&s=electronics&sr=1-3
B08HDJ86NZ,329,699,0.53,4.2,94363,boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant| Tangle-Free| Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission| 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/41V5FtEWPkL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Deuce-300-Resistant-Tangle-Free-Transmission/dp/B08HDJ86NZ/ref=sr_1_4?qid=1672909124&s=electronics&sr=1-4
B08CF3B7N1,154,399,0.61,4.2,16905,Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone| iPad (Grey),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31VzNhhqifL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Portronics-Konnect-POR-1080-Charging-Function/dp/B08CF3B7N1/ref=sr_1_5?qid=1672909124&s=electronics&sr=1-5
B08Y1TFSP6,149,1000,0.85,3.9,24871,pTron Solero TB301 3A Type-C Data and Fast Charging Cable| Made in India| 480Mbps Data Sync| Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/31wOPjcSxlL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Solero-TB301-Charging-480Mbps-1-5-Meter/dp/B08Y1TFSP6/ref=sr_1_6?qid=1672909124&s=electronics&sr=1-6
B08WRWPM22,176.63,499,0.65,4.1,15188,boAt Micro USB 55 Tangle-free| Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41jlwEZpa5L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/boAt-Micro-USB-Tangle-Free-Transmission/dp/B08WRWPM22/ref=sr_1_8?qid=1672909124&s=electronics&sr=1-8
B08DDRGWTJ,229,299,0.23,4.3,30411,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/31XO-wfGGGL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/MI-MTCY001IN-USB-Type-C-Cable/dp/B08DDRGWTJ/ref=sr_1_9?qid=1672909124&s=electronics&sr=1-9
B008IFXQFU,499,999,0.5,4.2,179691,TP-Link USB WiFi Adapter for PC(TL-WN725N)| N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31e6ElWRymL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/TP-Link-TL-WN725N-150Mbps-Wireless-Adapter/dp/B008IFXQFU/ref=sr_1_10?qid=1672909124&s=electronics&sr=1-10
B082LZGK39,199,299,0.33,4,43994,Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones| Tablets| Laptops & Other Micro USB Devices| 480Mbps Data Sync| Quick Charge 3.0 (RCM15| Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31kj3q4SepL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Unbreakable-Charging-Braided-Android/dp/B082LZGK39/ref=sr_1_11?qid=1672909124&s=electronics&sr=1-11
B08CF3D7QR,154,339,0.55,4.3,13391,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/31dJ+lXJq3L._SY300_SX300_.jpg,https://www.amazon.in/Portronics-POR-1081-Charging-1-2Meter-Function/dp/B08CF3D7QR/ref=sr_1_12?qid=1672909124&s=electronics&sr=1-12
B0789LZTCJ,299,799,0.63,4.2,94363,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/41SDfuK7L2L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Rugged-Extra-Tough-Unbreakable-Braided/dp/B0789LZTCJ/ref=sr_1_13?qid=1672909124&s=electronics&sr=1-13
B07KSMBL2H,219,700,0.69,4.4,426973,AmazonBasics Flexible Premium HDMI Cable (Black| 4K@60Hz| 18Gbps)| 3-Foot,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",https://m.media-amazon.com/images/I/41nPYaWA+ML._SY300_SX300_.jpg,https://www.amazon.in/AmazonBasics-Flexible-HDMI-Cable-3-Foot/dp/B07KSMBL2H/ref=sr_1_14?qid=1672909124&s=electronics&sr=1-14
B085DTN6R2,350,899,0.61,4.2,2262,Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support| Nylon Braided for All Type-C and 8 Pin Devices| Green,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/31J6qGhAL9L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Portronics-Konnect-Delivery-Support-Braided/dp/B085DTN6R2/ref=sr_1_15?qid=1672909124&s=electronics&sr=1-15
B09KLVMZ3B,159,399,0.6,4.1,4768,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41R08zLK69L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Portronics-Konnect-POR-1401-Charging-Function/dp/B09KLVMZ3B/ref=sr_1_16?qid=1672909124&s=electronics&sr=1-16
B083342NKJ,349,399,0.13,4.4,18757,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31gaP7qpBNL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Mi-Braided-USB-Type-C-Cable/dp/B083342NKJ/ref=sr_1_17?qid=1672909124&s=electronics&sr=1-17
B0B6F7LX4C,13999,24999,0.44,4.2,32840,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://m.media-amazon.com/images/I/51fmHk3km+L._SX300_SY300_.jpg,https://www.amazon.in/MI-inches-Ready-Android-L32M7-5AIN/dp/B0B6F7LX4C/ref=sr_1_18?qid=1672909124&s=electronics&sr=1-18
B082LSVT4B,249,399,0.38,4,43994,Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones| Tablets| Laptops & Other Type C Devices| PD Technology| 480Mbps Data Sync (RCTT15| Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/41d84o5-M-L._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Unbreakable-Charging-Braided-Cable/dp/B082LSVT4B/ref=sr_1_19?qid=1672909124&s=electronics&sr=1-19
B08WRBG3XW,199,499,0.6,4.1,13045,boAt Type C A325 Tangle-free| Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41xwPQLxTML._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/boAt-A325-Tangle-Free-Charging-Transmission/dp/B08WRBG3XW/ref=sr_1_20?qid=1672909124&s=electronics&sr=1-20
B08DPLCM6T,13490,21990,0.39,4.3,11976,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51v-2Nzr+ML._SY300_SX300_.jpg,https://www.amazon.in/LG-inches-Ready-Smart-32LM563BPTC/dp/B08DPLCM6T/ref=sr_1_21?qid=1672909124&s=electronics&sr=1-21
B09C6HXFC1,970,1799,0.46,4.5,815,Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone| Ipad And Ipod. Fast Charging Lightning Cable| 3.9 Feet (1.2M) - Black,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41TZJiPRRwL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/DURACELL-Lightning-Certified-braided-Devices/dp/B09C6HXFC1/ref=sr_1_22?qid=1672909124&s=electronics&sr=1-22
B085194JFL,279,499,0.44,3.7,10962,tizum HDMI to VGA Adapter Cable 1080P for Projector| Computer| Laptop| TV| Projectors & TV,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31MIyzg8uzL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Adapter-Projector-Computer-Laptop-Projectors/dp/B085194JFL/ref=sr_1_23?qid=1672909124&s=electronics&sr=1-23
B09F6S8BT6,13490,22900,0.41,4.3,16299,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51q3+E64azL._SX300_SY300_.jpg,https://www.amazon.in/Samsung-Inches-Wondertainment-UA32T4340BKXXL-Glossy/dp/B09F6S8BT6/ref=sr_1_24?qid=1672909124&s=electronics&sr=1-24
B09NHVCHS9,59,199,0.7,4,9378,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/31qGpf8uzuL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Flix-Micro-Cable-Smartphone-Black/dp/B09NHVCHS9/ref=sr_1_25?qid=1672909125&s=electronics&sr=1-25
B0B1YVCJ2Y,11499,19990,0.42,4.3,4703,Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://m.media-amazon.com/images/I/41gikeSuhAL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Acer-inches-Ready-Android-AR32AR2841HDFL/dp/B0B1YVCJ2Y/ref=sr_1_26?qid=1672909125&s=electronics&sr=1-26
B01M4GGIVU,199,699,0.72,4.2,12153,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",https://m.media-amazon.com/images/I/41da4tk7N+L._SY300_SX300_.jpg,https://www.amazon.in/TIZUM-Slim-1-5m-HDMI-Cable/dp/B01M4GGIVU/ref=sr_1_27?qid=1672909125&s=electronics&sr=1-27
B08B42LWKN,14999,19999,0.25,4.2,34899,OnePlus 80 cm (32 inches) Y Series HD Ready LED Smart Android TV 32Y1 (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41WE9ZGEC4L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/dp/B08B42LWKN/ref=sr_1_29?qid=1672909125&s=electronics&sr=1-29
B094JNXNPV,299,399,0.25,4,2766,Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter| Black,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41GeM83DzzL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Unbreakable-Charging-Braided-Multipurpose/dp/B094JNXNPV/ref=sr_1_31?qid=1672909125&s=electronics&sr=1-31
B09W5XR9RT,970,1999,0.51,4.4,184,Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone| Ipad And Ipod. Fast Charging Lightning Cable| 3.9 Feet (1.2M) - Black,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/4177nw8okbL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Duracell-Lightning-Certified-Braided-Charging/dp/B09W5XR9RT/ref=sr_1_32?qid=1672909125&s=electronics&sr=1-32
B077Z65HSD,299,999,0.7,4.3,20850,boAt A400 USB Type-C to USB-A 2.0 Male Data Cable| 2 Meter (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/41jk4zYjTsL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/A400-Type-C-Cable-Meter-Black/dp/B077Z65HSD/ref=sr_1_33?qid=1672909125&s=electronics&sr=1-33
B00NH11PEY,199,750,0.73,4.5,74976,AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer| Printer (Black| 9.8 Feet/3 Meters),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41Fqm0bR7PL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-Extension-Cable-Male-Female/dp/B00NH11PEY/ref=sr_1_34?qid=1672909125&s=electronics&sr=1-34
B09CMM3VGK,179,499,0.64,4,1934,Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable| PD Technology| 480Mbps Data Transfer for Smartphones| Tablet| Laptops & other type c devices (ABLC10| Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41cCZ5EPnvL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Charging-Unbreakable-Braided-Connector/dp/B09CMM3VGK/ref=sr_1_35?qid=1672909125&s=electronics&sr=1-35
B08QSC1XY8,389,1099,0.65,4.3,974,Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31S M30 S10 S9 S20 Plus| Note 10 9 8| A20e A40 A50 A70 (2M| Grey),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/419QKVTxaSL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Charging-Braided-Charger-Samsung-Galaxy/dp/B08QSC1XY8/ref=sr_1_36?qid=1672909125&s=electronics&sr=1-36
B008FWZGSG,599,599,0,4.3,355,Samsung Original Type C to C Cable - 3.28 Feet (1 Meter)| White,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/11ICusapw3L._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Samsung-Original-Type-Cable-Meter/dp/B008FWZGSG/ref=sr_1_37?qid=1672909125&s=electronics&sr=1-37
B0B4HJNPV4,199,999,0.8,3.9,1075,pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD Data & Charging USB Cable| Made in India| 480Mbps Data Sync| Durable 1 Meter Long Cable for Type-C Smartphones| Tablets & Laptops (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/41wN7jooz0L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/pTron-3-5Amps-Charging-480Mbps-Smartphones/dp/B0B4HJNPV4/ref=sr_1_38?qid=1672909125&s=electronics&sr=1-38
B08Y1SJVV5,99,666.66,0.85,3.9,24871,pTron Solero MB301 3A Micro USB Data & Charging Cable| Made in India| 480Mbps Data Sync| Strong & Durable 1.5-Meter Nylon Braided USB Cable for Micro USB Devices - (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31ew3okQR2L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Solero-MB301-Charging-480Mbps-1-5-Meter/dp/B08Y1SJVV5/ref=sr_1_39?qid=1672909125&s=electronics&sr=1-39
B07XLCFSSN,899,1900,0.53,4.4,13552,Amazonbasics Nylon Braided Usb-C To Lightning Cable| Fast Charging Mfi Certified Smartphone| Iphone Charger (6-Foot| Dark Grey),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/3183iGEWksL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-Apple-Certified-Lightning-Charging/dp/B07XLCFSSN/ref=sr_1_40?qid=1672909125&s=electronics&sr=1-40
B09RZS1NQT,199,999,0.8,4,576,Sounce 65W OnePlus Dash Warp Charge Cable| 6.5A Type-C to USB C PD Data Sync Fast Charging Cable Compatible with One Plus 8T/ 9/ 9R/ 9 pro/ 9RT/ 10R/ Nord & for All Type C Devices ?€? Red| 1 Meter,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41P2EdQI1ZL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Sounce-Type-C-Compatible-Smartphone-Charging/dp/B09RZS1NQT/ref=sr_1_41?qid=1672909125&s=electronics&sr=1-41
B0B3MMYHYW,32999,45999,0.28,4.2,7298,OnePlus 126 cm (50 inches) Y Series 4K Ultra HD Smart Android LED TV 50Y1S Pro (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://m.media-amazon.com/images/I/51hQfTroMzL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/OnePlus-50-inches-Android-Pro/dp/B0B3MMYHYW/ref=sr_1_42?qid=1672909125&s=electronics&sr=1-42
B09C6HWG18,970,1999,0.51,4.2,462,Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable| 3.9 Feet (1.2M). USB C to C Cable| Supports PD & QC 3.0 Charging| 5 GBPS Data Transmission ?€? Black,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41v5BQZzfAL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/DURACELL-Type-C-braided-Charge-Cable/dp/B09C6HWG18/ref=sr_1_43?qid=1672909125&s=electronics&sr=1-43
B00NH11KIK,209,695,0.7,4.5,107687,AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer| Printer- 6 Feet (1.8 Meters)| Black,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/4101vlzySzL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-USB-2-0-Cable-Male/dp/B00NH11KIK/ref=sr_1_44?qid=1672909125&s=electronics&sr=1-44
B09JPC82QC,19999,34999,0.43,4.3,27151,Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",https://m.media-amazon.com/images/I/41nsy8kxWUL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/inches-Full-Android-L43M6-INC-Black/dp/B09JPC82QC/ref=sr_1_45?qid=1672909125&s=electronics&sr=1-45
B07JW1Y6XV,399,1099,0.64,4.2,24269,Wayona Nylon Braided 3A Lightning to USB A Syncing and Fast Charging Data Cable for iPhone| Ipad (3 FT Pack of 1| Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41rB0DnVFmL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-Braided-WN3LB1-Syncing-Charging/dp/B07JW1Y6XV/ref=sr_1_46?qid=1672909125&s=electronics&sr=1-46
B07KRCW6LZ,999,1599,0.38,4.3,12093,TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapter for PC Desktop Laptop| Mini Travel Size| Supports Windows 11|10| 8.1| 8| 7| XP/Mac OS 10.9-10.15,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31EHCPHbSlL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/TP-Link-Archer-T2U-Nano-Wireless/dp/B07KRCW6LZ/ref=sr_1_47?qid=1672909125&s=electronics&sr=1-47
B09NJN8L25,59,199,0.7,4,9378,FLiX (Beetel USB to Micro USB PVC Data Sync & 2A Fast Charging Cable| Made in India| 480Mbps Data Sync| Solid Cable| 1 Meter Long USB Cable for Micro USB Devices (White)(XCD-M11),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/I/31v7NnnAItL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/FLiX-Charging-480Mbps-Devices-XCD-M11/dp/B09NJN8L25/ref=sr_1_48?qid=1672909125&s=electronics&sr=1-48
B07XJYYH7L,333,999,0.67,3.3,9792,Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone| Ios And Type C Usb Devices| 3 In 1 Charging Cable| 3A| (3 Feet) (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41CnR1WhD3L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/WeCool-Braided-Multifunction-Charging-Android/dp/B07XJYYH7L/ref=sr_1_49?qid=1672909126&s=electronics&sr=1-49
B002PD61Y4,507,1208,0.58,4.1,8131,D-Link DWA-131 300 Mbps Wireless Nano USB Adapter (Black),Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,https://m.media-amazon.com/images/I/31+NwZ8gb1L._SX300_SY300_.jpg,https://www.amazon.in/D-Link-DWA-131-Wireless-Adapter-Black/dp/B002PD61Y4/ref=sr_1_50?qid=1672909126&s=electronics&sr=1-50
B014I8SSD0,309,475,0.35,4.4,426973,Amazon Basics High-Speed HDMI Cable| 6 Feet - Supports Ethernet| 3D| 4K video|Black,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",https://m.media-amazon.com/images/I/41bCxnHksnL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-High-Speed-HDMI-Cable-Feet/dp/B014I8SSD0/ref=sr_1_51?qid=1672909126&s=electronics&sr=1-51
B09L8DSSFH,399,999,0.6,3.6,493,7SEVEN?? Compatible for Samsung Smart 4K Ultra HD TV Monitor Remote Control Replacement of Original Samsung TV Remote for LED OLED UHD QLED and Suitable for 6 7 8 Series Samsung TV with Hot Keys BN59-01259E,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/21rBnbHkW9L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/7SEVENTM-Compatible-Replacement-Original-BN59-01259E/dp/B09L8DSSFH/ref=sr_1_52?qid=1672909126&s=electronics&sr=1-52
B07232M876,199,395,0.5,4.2,92595,Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone|Personal Computer|Printer With Gold Plated Connectors (6 Feet| Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31nrDWDT8+L._SX300_SY300_.jpg,https://www.amazon.in/AmazonBasics-Micro-Charging-Android-Phones/dp/B07232M876/ref=sr_1_53?qid=1672909126&s=electronics&sr=1-53
B07P681N66,1199,2199,0.45,4.4,24780,TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for Desktop PC with 2.4GHz/5GHz High Gain Dual Band 5dBi Antenna Wi-Fi| Supports Windows 11/10/8.1/8/7/XP| Mac OS 10.15 and earlier (Archer T2U Plus),Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,https://m.media-amazon.com/images/I/216Q4FqmZVL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/TP-Link-Wireless-Adapter-Archer-T2U/dp/B07P681N66/ref=sr_1_54?qid=1672909126&s=electronics&sr=1-54
B0711PVX6Z,179,500,0.64,4.2,92595,AmazonBasics Micro USB Fast Charging Cable for Android Phones with Gold Plated Connectors (3 Feet| Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31iESA2h2gL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-Micro-Charging-Android-Phones/dp/B0711PVX6Z/ref=sr_1_55?qid=1672909126&s=electronics&sr=1-55
